DATE,SOYB_MID,F1(.35),F2(.3),F3(.35),SOYB_NAV,ROLL,S Day Before Roll,S Day After Roll,C Jan,C Feb,C Mar,C April,C May,C June,C July,C Aug,C Sept,C Oct,C Nov,C Dec,C 2012,C 2013,C 2014,C 2015,C 2016,C 2017,C 2018,C 2019,C 2020,S WASDE,S WASDE + CP,S Grain Stocks,S Prospective Plantings,S Acreage Report,S Cattle on Feed,S Hogs & Pigs
4/7/2020,13.770,861.00,866.75,851.75,13.8216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4/6/2020,13.890,861.25,865.25,847.00,13.7898,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4/3/2020,13.730,859.50,861.50,842.25,13.7360,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4/2/2020,13.810,864.00,863.00,844.50,13.7843,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4/1/2020,13.750,867.25,863.50,840.50,13.7828,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/31/2020,14.050,889.50,877.50,845.25,14.0012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
3/30/2020,14.080,886.50,874.50,847.00,13.9811,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/27/2020,14.110,885.25,876.75,853.25,14.0218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/26/2020,14.110,884.75,879.00,863.75,14.0928,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3/25/2020,14.120,884.75,877.50,859.25,14.0606,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/24/2020,14.050,887.50,875.00,851.75,14.0215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/23/2020,14.030,885.50,872.50,852.00,14.0007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/20/2020,13.850,864.75,860.75,854.00,13.8388,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3/19/2020,13.615,848.00,848.50,845.50,13.6402,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/18/2020,13.580,832.75,842.00,849.75,13.5459,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/17/2020,13.454,831.00,842.75,850.25,13.5431,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/16/2020,13.570,830.50,844.75,856.00,13.5825,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/13/2020,13.943,856.00,864.50,872.50,13.9157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/12/2020,13.940,865.75,873.00,875.50,14.0314,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/11/2020,14.260,880.50,886.75,887.00,14.2540,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/10/2020,14.335,876.25,884.25,891.50,14.3168,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3/9/2020,14.260,870.00,879.00,886.25,14.2267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/6/2020,14.530,891.25,900.00,905.50,14.5593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/5/2020,14.650,897.00,905.00,908.50,14.6355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/4/2020,14.800,907.25,915.25,917.50,14.7952,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/3/2020,14.780,903.50,913.50,919.25,14.7755,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/2/2020,14.763,901.00,910.75,917.75,14.7400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/28/2020,14.570,892.75,901.50,908.25,14.5953,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/27/2020,14.650,895.00,904.75,913.50,14.6546,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/26/2020,14.640,892.00,902.75,913.00,14.6255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/25/2020,14.575,888.25,899.75,910.50,14.5760,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/24/2020,14.500,882.50,894.00,905.00,14.4849,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/21/2020,14.720,899.00,909.75,917.50,14.7270,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2/20/2020,14.760,901.00,911.00,917.50,14.7464,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/19/2020,14.796,905.50,915.50,923.00,14.8256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/18/2020,14.770,902.25,914.00,921.25,14.7905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/14/2020,14.830,903.25,915.50,922.50,14.8111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/13/2020,14.880,906.00,918.00,923.75,14.8483,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/12/2020,14.820,903.50,914.75,921.25,14.8047,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/11/2020,14.730,897.25,910.25,919.25,14.7362,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2/10/2020,14.760,897.25,910.25,919.25,14.7368,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/7/2020,14.730,895.00,908.00,918.50,14.7093,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/6/2020,14.760,894.75,907.75,920.00,14.7168,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/5/2020,14.720,893.50,907.25,920.25,14.7091,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/4/2020,14.710,893.00,906.25,918.25,14.6907,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2/3/2020,14.610,890.75,904.50,916.50,14.6600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/30/2020,14.900,890.50,904.25,916.00,14.9083,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/29/2020,14.900,907.00,920.75,929.50,14.9083,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/28/2020,14.950,909.00,922.25,930.50,14.9332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/27/2020,14.930,911.00,924.50,933.50,14.9731,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/24/2020,15.040,915.75,929.50,938.75,15.0548,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1/23/2020,15.150,923.25,937.00,947.25,15.1839,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/22/2020,15.220,927.50,941.25,950.25,15.2464,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/21/2020,15.250,929.75,943.50,951.25,15.2765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/17/2020,15.430,943.00,955.50,960.50,15.4637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/16/2020,15.390,937.25,950.00,956.25,15.3824,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/15/2020,15.459,942.00,954.25,958.75,15.4450,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/14/2020,15.670,955.50,967.25,969.50,15.6467,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/13/2020,15.630,955.50,967.25,969.75,15.6497,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,15.730,946.00,959.00,974.75,15.7176,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1/9/2020,15.650,943.50,956.50,971.50,15.6742,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/8/2020,15.720,947.25,960.25,975.50,15.7377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/7/2020,15.670,944.00,957.25,973.50,15.6933,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/6/2020,15.710,944.75,958.25,974.00,15.7060,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/3/2020,15.660,941.50,955.25,971.50,15.6588,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/2/2020,15.865,956.25,969.50,980.75,15.8689,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12/31/2019,15.830,955.50,968.75,978.75,15.8507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12/30/2019,15.810,952.50,966.00,977.00,15.8105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12/27/2019,15.690,941.50,955.25,969.75,15.6532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12/26/2019,15.760,946.50,959.50,972.25,15.7194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
